NLC,TLC,Station Name,Region,Local Authority,Constituency,OS Grid Easting,OS Grid Northing,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,SRS Code,SRS Description,NR Route,CRP Line Designation,Entries & Exits_Full,Entries & Exits_Reduced,Entries & Exits_Season,1617 Entries & Exits,1516 Entries & Exits,1617 Interchanges,Large station change flag,Small station change flag,Explanation of large change,Source for explanation of large change
5476,NUF,Nutfield,South East,Tandridge,East Surrey,530495,149170,Govia Thameslink Railway,,,,B.15,Redhill - Tonbridge,South East,,16744,20884,40668,78296,93694,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
6020,OKL,Oakleigh Park,London,Barnet (London),Chipping Barnet,527000,194800,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,,336246,266466,439036,1041748,1042550,,,,,
7451,OCK,Ockendon,East,Thurrock,Thurrock,559003,182828,c2c,,,,F.02,Tilbury Loop,Anglia,,421692,376698,192048,990438,850908,,1,,Continued increase on inner suburban services after timetable changes in 2014/15,"National Rail Timetable, May 2015"
5310,OLY,Ockley,South East,Mole Valley,Mole Valley,516477,140455,Govia Thameslink Railway,,,,B.09,Dorking - Horsham,South East,,10242,7872,14566,32680,42188,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
6003,OLD,Old Street,London,Islington (London),Islington South and Finsbury,532700,182500,Govia Thameslink Railway,,,London Travelcard Area Station,G.02,Moorgate Branch,London North East and East Midlands,,2116612,2711726,495208,5323546,3611484,,1,,Continued increase after timetable changes in 2015,https://www.mynewsdesk.com/uk/govia-thameslink-railway/pressreleases/seven-day-a-week-service-to-the-city-better-for-late-returning-commuters-and-weekend-shoppers-1540850
5021,ORE,Ore,South East,Hastings,Hastings and Rye,582458,110693,Govia Thameslink Railway,,,,A.13,Hastings - Ashford,South East,,21928,29278,93204,144410,194568,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5122,ORP,Orpington,London,Bromley (London),Orpington,545505,165875,Southeastern,,,London Travelcard Area Station,A.04,Chislehurst - Tonbridge,South East,,1178930,1813676,2162410,5155016,5043994,1153873.611,,,,
5071,OTF,Otford,South East,Sevenoaks,Sevenoaks,553200,159407,Southeastern,,,,A.05,Chislehurst - Ashford,South East,,83408,163904,160814,408126,387504,49395.2827,,,,
7273,OUN,Oulton Broad North,East,Waveney,Waveney,652420,293140,Greater Anglia,,,,D.19,East Suffolk Line and Norfolk Branches,Anglia,,30980,66126,20814,117920,118852,,,,,
7274,OUS,Oulton Broad South,East,Waveney,Waveney,651920,292205,Greater Anglia,,,,D.19,East Suffolk Line and Norfolk Branches,Anglia,,14424,28498,5694,48616,50918,,,,,
5526,OVR,Overton,South East,Basingstoke and Deane,North West Hampshire,451790,150830,South West Trains,,,,C.14,Basingstoke - Salisbury,Wessex,,33098,46298,114584,193980,197158,,,,,
3115,OXF,Oxford,South East,Oxford,Oxford West and Abingdon,450477,206341,Great Western Railway,,,,J.07,Didcot - Oxford,Western,,1101860,4086938,1442700,6631498,6564678,307268.4629,,,,
3121,OXP,Oxford Parkway,South East,Cherwell,Oxford West and Abingdon,450122,211963,Chiltern Railways,,,,J.15,Bicester Town Branch,London North Western,,111642,521172,176998,809812,274696,,1,,Services to Oxford began in December 2016,https://www.chilternrailways.co.uk/oxford-london
5602,OXS,Oxshott,South East,Elmbridge,Esher and Walton,514172,160973,South West Trains,,,,C.07,Main Line Suburban Lines,Wessex,,137936,135800,235354,509090,514096,,,,,
5377,OXT,Oxted,South East,Tandridge,East Surrey,539317,152862,Govia Thameslink Railway,,,,B.12,East Grinstead Line,South East,,211554,403896,917886,1533336,1651996,,,,,
3087,PAD,Paddington,London,City of Westminster (London),Cities of London and Westminster,526648,181251,Network Rail,LONDON BR,,London Travelcard Area Station,J.01,Paddington - Heathrow Airport Jcn,Western,,6575570,17797990,11462410,35835970,36536074,2976075.778,,,,
5224,PDW,Paddock Wood,South East,Tunbridge Wells,Tunbridge Wells,567079,145272,Southeastern,,,,A.14,Tonbridge - Continental Jcn,South East,,208426,347510,618796,1174732,1152514,80442.9659,,,,
6021,PAL,Palmers Green,London,Enfield (London),"Enfield, Southgate",530915,192745,Govia Thameslink Railway,,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,,592384,613212,707032,1912628,1863314,,,,,
3036,PAN,Pangbourne,South East,West Berkshire,Reading West,463251,176664,Great Western Railway,,,,J.03,Reading - Didcot,Western,,96048,166412,193948,456408,444648,,,,,
1561,PKT,Park Street,East,St. Albans,St. Albans,514733,204274,London Midland Trains,,,,N.10,Watford Junction - St Albans Abbey,London North Western,Abbey line,7188,4524,8490,20202,20646,,,,,
5423,PMR,Peckham Rye,London,Southwark (London),Camberwell and Peckham,534190,176330,Govia Thameslink Railway,,,London Travelcard Area Station,A.01,Victoria Lines,South East,,1661136,2649528,3153536,7464200,7520320,2391595.773,,,,
5072,PNE,Penge East,London,Bromley (London),Lewisham West and Penge,535395,170720,Southeastern,PENGE BR,,London Travelcard Area Station,A.01,Victoria Lines,South East,,421120,573912,776280,1771312,1678574,2254.5647,,,,
5378,PNW,Penge West,London,Bromley (London),Lewisham West and Penge,534940,170510,London Overground,PENGE BR,,London Travelcard Area Station,B.03,London Bridge - Windmill Bridge Jcn,South East,,171978,289932,235036,696946,640978,,,,,
5477,PHR,Penshurst,South East,Sevenoaks,Tonbridge and Malling,551957,146480,Govia Thameslink Railway,,,,B.15,Redhill - Tonbridge,South East,,6516,10844,14534,31894,41832,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
6133,PBO,Peterborough,East,City of Peterborough,Peterborough,518700,298900,Virgin Trains East Coast,,,,G.05,Peterborough - Doncaster,London North East and East Midlands,,825812,2826368,1122564,4774744,4697874,927701.48,,,,
5657,PTR,Petersfield,South East,East Hampshire,East Hampshire,474387,123571,South West Trains,,,,C.06,Woking - Portsmouth,Wessex,,282314,490142,660522,1432978,1380900,10913.8831,,,,
5123,PET,Petts Wood,London,Bromley (London),Orpington,544440,167550,Southeastern,,,London Travelcard Area Station,A.04,Chislehurst - Tonbridge,South East,,564650,547128,1161706,2273484,2289520,,,,,
5461,PEV,Pevensey & Westham,South East,Wealden,Bexhill and Battle,563868,104381,Govia Thameslink Railway,,,,B.06,Brighton / Wivelsfield - Seaford / Hastings,South East,,23760,41376,59110,124246,163996,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5462,PEB,Pevensey Bay,South East,Wealden,Bexhill and Battle,565137,104606,Govia Thameslink Railway,,,,B.06,Brighton / Wivelsfield - Seaford / Hastings,South East,,406,590,6250,7246,14742,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
7452,PSE,Pitsea,East,Basildon,South Basildon and East Thurrock,573828,187585,c2c,,,,F.01,Fenchurch Street - Shoeburyness,Anglia,,439034,351328,441034,1231396,1150962,232679.9366,,,,
5225,PLC,Pluckley,South East,Ashford,Ashford,592221,143279,Southeastern,,,,A.14,Tonbridge - Continental Jcn,South East,,15884,33398,62038,111320,109206,,,,,
5332,PMP,Plumpton,South East,Lewes,Lewes,536420,116148,Govia Thameslink Railway,,,,B.06,Brighton / Wivelsfield - Seaford / Hastings,South East,,17374,44826,46722,108922,145666,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5208,PLU,Plumstead,London,Greenwich (London),Greenwich and Woolwich,544800,178820,Southeastern,,,London Travelcard Area Station,A.07,Dartford Lines to Gravesend and Hayes Branch,South East,,294544,392428,644856,1331828,1541218,,1,,London Bridge works,http://www.thameslinkprogramme.co.uk/key-dates-and-service-changes
5455,PLG,Polegate,South East,Wealden,Lewes,558238,104813,Govia Thameslink Railway,,,,B.06,Brighton / Wivelsfield - Seaford / Hastings,South East,,88454,451100,311168,850722,1027182,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
6819,PON,Ponders End,London,Enfield (London),Edmonton,536060,195545,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,,147300,205196,210818,563314,560482,,,,,
5928,PTC,Portchester,South East,Fareham,Fareham,461749,105835,South West Trains,,,,C.11,Cosham - St Denys / Eastleigh,Wessex,,126436,138172,93916,358524,398606,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5276,PLD,Portslade,South East,The City of Brighton and Hove,Hove,526471,105551,Govia Thameslink Railway,,,,B.05,Brighton - Havant,South East,,178822,321144,450842,950808,1149314,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5537,PMS,Portsmouth & Southsea,South East,City of Portsmouth,Portsmouth South,464164,100275,South West Trains,PORTSMOUTH BR,,,C.06,Woking - Portsmouth,Wessex,,407473.3127,1103235.989,501573.449,2012282.75,2113680.751,23950.7139,,,,
5540,PMH,Portsmouth Harbour,South East,City of Portsmouth,Portsmouth South,462973,100090,South West Trains,PORTSMOUTH BR,,,C.06,Woking - Portsmouth,Wessex,,416868.6873,1128674.011,513138.551,2058681.25,2162417.249,145418.7498,,,,
6022,PBR,Potters Bar,East,Hertsmere,Hertsmere,525010,201359,Govia Thameslink Railway,,,,G.01,Kings Cross - Peterborough,London North East and East Midlands,,498026,652610,833690,1984326,1946720,,,,,
5285,PRP,Preston Park,South East,The City of Brighton and Hove,"Brighton, Pavilion",529975,106779,Govia Thameslink Railway,BRIGHTON BR,,,B.02,Windmill Bridge Jcn - Brighton,South East,,126644,189760,210712,527116,568000,,,,,
3055,PRR,Princes Risborough,South East,Wycombe,Buckingham,479964,202758,Chiltern Railways,,,,M.01,Marylebone - Aynho Jcn,London North Western,,144170,163022,276426,583618,581600,31597.6558,,,,
7419,PRL,Prittlewell,East,Southend-on-Sea,Rochford and Southend East,588033,187015,Greater Anglia,,,,D.13,Shenfield - Southend / Southminster,Anglia,,61506,66604,81598,209708,195870,,,,,
5468,PUL,Pulborough,South East,Horsham,Arundel and South Downs,504285,118595,Govia Thameslink Railway,,,,B.04,Three Bridges - Arundel Jcn,South East,,70906,131556,128582,331044,414036,,1,,Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
7453,PFL,Purfleet,East,Thurrock,Thurrock,555417,178156,c2c,,,,F.02,Tilbury Loop,Anglia,,303492,276494,127404,707390,645318,,,,,
5379,PUR,Purley,London,Croydon (London),Croydon South,531470,161520,Govia Thameslink Railway,,,London Travelcard Area Station,B.02,Windmill Bridge Jcn - Brighton,South East,,681930,1064136,1283210,3029276,3350714,570077.4339,,,,
5430,PUO,Purley Oaks,London,Croydon (London),Croydon South,532500,162600,Govia Thameslink Railway,,,London Travelcard Area Station,B.02,Windmill Bridge Jcn - Brighton,South East,,167024,160930,281404,609358,645028,,,,,
5603,PUT,Putney,London,Wandsworth (London),Putney,524000,175100,South West Trains,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,,1884474,2420684,4562660,8867818,9028596,,,,,
5176,QBR,Queenborough,South East,Swale,Sittingbourne and Sheppey,591300,172100,Southeastern,,,,A.10,Sheerness Branch,South East,,55470,53620,44076,153166,123064,,1,,Continued increase after peak time direct Victoria train introduced in January 2015,"National Rail Timetable, May 2015"
1419,QPW,Queen's Park (Gt London),London,Brent (London),Hampstead and Kilburn,524600,183200,London Underground,,,London Travelcard Area Station,N.11,Euston - Watford Junction (DC Lines),London North Western,,784186,1396784,750132,2931102,3001396,,,,,
